BetId,BetGroupId,Bookie,BookieId,CashOutAmount,Event,DateCashedOut
41965a2b-4b24-4320-bcb3-7322210c5d34,d30d69e0-e6dc-4f63-b35d-51a6f7333246,Betvictor,ac133ab6-99b8-4690-880d-50b092f12c78,42.75,Yes Both Teams to Score El Entag El Harby v Wadi Degla FC,03/06/2019 20:15:00
