BetId,BetGroupId,Bookie,BookieId,Win,Event,Date settled
7541fb04-920f-45f7-850e-0c148e9c3c10,0075d770-db6b-4201-8593-5b7bbfb2809d,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,FALSE,seppi to beat fognini,28/05/2019 00:00:00
6807dbed-fe3b-4e79-b337-7853a060b175,ee06a9b3-863b-4754-9f57-ee631996c2be,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,FALSE,davis to beat konta,29/05/2019 00:00:00
8ed069ef-39b9-487b-b832-9dcd6006ad88,8db98a23-ff6f-4d4f-94bf-f41f67150d9e,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,liverpool to beat spurs,01/06/2019 00:00:00
e1cf7eef-49d1-4f10-bdfb-3dbbbecfdc92,355643da-d24d-4564-bab4-f7157443d3f6,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,FALSE,lens to beat dijon,30/05/2019 00:00:00
28d28a80-507e-488a-bf37-c119ca2c619a,afc3e252-6cf9-4ff4-a996-1f82f19020d9,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,corinthanians to beat lara,30/05/2019 00:00:00
60b98058-516a-4ae9-8cad-20be37848b09,e97d6148-e3d8-45fc-8c16-2b06d96663a0,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,FALSE,golden state warriors to beat toronto,31/05/2019 00:00:00
fb68e093-d6bb-49bc-98c0-56d4428d0af5,baa41f71-97b4-4b89-940d-33e7f853972d,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,thiem to beat monfis,02/06/2019 00:00:00
511522c0-9ed9-4551-a0f6-3711638cc41f,788d9722-bf22-447f-b190-265ff82f7685,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,england to win world cup,02/06/2019 00:00:00
3bbef068-bed4-47dd-86b3-16b2cdc24933,9d98d7da-a02b-4be2-9aab-b64241dd88d7,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,< 1.5 goals cameroon canada,02/06/2019 00:00:00
bb65d21e-c2b0-45f2-955d-ccc0c71677e5,37de3814-e854-4706-b2db-f80210d4abe0,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,portugal to beat switzerland,05/06/2019 00:00:00
8a60b2fa-f1d0-417c-bdc3-367ed1c44f7b,275028c1-0717-45d7-a62d-2e31a96ca677,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,place on england holland,06/06/2019 00:00:00
2a575d53-38b2-4972-ab15-c8f7ef6df910,647a28f4-7ccc-4386-897f-2e89546776d7,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,south africa to beat india,06/06/2019 00:00:00
d0ca328b-1658-4958-90e7-c3826101dc11,b4db48b3-8abb-4818-b6fa-b523c5a81a90,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,< 2.5 goals england v holland,06/06/2019 00:00:00
7e0a5fe5-4b96-485c-8fac-cc95f1cefaba,7af0d4d5-cb5b-4f7e-bd7e-6e45829548cc,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,triple cone to win 19:25 leaopardstown,06/06/2019 00:00:00
c9afe436-abf5-421c-93e6-f37f68244561,6b37198c-12e6-4860-aecb-3b539862129f,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,accum,26/03/2019 00:00:00
c3618690-40f1-4872-a1ab-21cfbe572fe3,e511f29a-ed98-4b4e-b746-3318bc3f4178,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,accum,27/03/2019 00:00:00
680e2d27-a06e-49b7-9b3d-dd214666f081,ef107852-de4d-42da-8570-86724c71ff3f,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,accum,27/03/2019 00:00:00
16fddebe-dfcc-45a2-941c-4034f90598f6,bc180226-10cb-4587-b505-f9a2a3316441,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,FALSE,accum,06/04/2019 00:00:00
5c68fc87-b37c-4454-a9d0-9f2f9dba1030,e94053e6-94e7-479e-875b-f6d3b73b49a6,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,FALSE,accum,03/04/2019 00:00:00
8a4927ce-0fb9-4866-895e-01e46b22104e,d7d38fc2-f440-400d-b83d-651517b177f5,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,FALSE,accum,12/04/2019 00:00:00
011b4173-62a5-4c73-9fd4-12c5ff44f985,4fe62807-d76d-44f0-971a-c178b879315c,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,accum,26/03/2019
95ad6765-a7d1-4f55-b691-c1a256225f20,762f6b44-3d7d-409a-8b3d-65ebde5db1a2,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,accum,27/03/2019 00:00:00
ffd09f85-67f0-46ef-b92d-73bfd086e8f9,998fb91d-c9aa-451d-8659-0f070d7f951e,Smarkets,3a67dee0-d855-48b1-a25f-b7ceead5525e,TRUE,accum,27/03/2019 00:00:00
