BookieId,Bookie,Amount,Timestamp
3a67dee0-d855-48b1-a25f-b7ceead5525e,Smarkets,10.00,17/03/2019 19:15:00
3a67dee0-d855-48b1-a25f-b7ceead5525e,Smarkets,10.00,17/03/2019 15:51:00
